Geography,Geographic Area Name,Estimate!!Median value (dollars),Margin of Error!!Median value (dollars)
1500000US170310715005,Block Group 5; Census Tract 715; Cook County; Illinois,276100,126495
1500000US170310715006,Block Group 6; Census Tract 715; Cook County; Illinois,303200,124181
1500000US170310716001,Block Group 1; Census Tract 716; Cook County; Illinois,1240700,219490
1500000US170310717001,Block Group 1; Census Tract 717; Cook County; Illinois,1004600,172399
1500000US170310717002,Block Group 2; Census Tract 717; Cook County; Illinois,864900,119515
1500000US170310718001,Block Group 1; Census Tract 718; Cook County; Illinois,915800,57271
1500000US170310718002,Block Group 2; Census Tract 718; Cook County; Illinois,796900,511653
1500000US170310801001,Block Group 1; Census Tract 801; Cook County; Illinois,-,**
1500000US170310801002,Block Group 2; Census Tract 801; Cook County; Illinois,1087100,177825
1500000US170310801003,Block Group 3; Census Tract 801; Cook County; Illinois,-,**
1500000US170310801004,Block Group 4; Census Tract 801; Cook County; Illinois,-,**
1500000US170310801005,Block Group 5; Census Tract 801; Cook County; Illinois,555700,205912
1500000US170310801006,Block Group 6; Census Tract 801; Cook County; Illinois,569800,169594
1500000US170310801007,Block Group 7; Census Tract 801; Cook County; Illinois,583300,357405
1500000US170310802011,Block Group 1; Census Tract 802.01; Cook County; Illinois,240600,11219
1500000US170310802012,Block Group 2; Census Tract 802.01; Cook County; Illinois,336400,43289
1500000US170310802013,Block Group 3; Census Tract 802.01; Cook County; Illinois,420600,156252
1500000US170310802021,Block Group 1; Census Tract 802.02; Cook County; Illinois,254900,28413
1500000US170310802022,Block Group 2; Census Tract 802.02; Cook County; Illinois,356700,123326
1500000US170310802023,Block Group 3; Census Tract 802.02; Cook County; Illinois,500900,207499
1500000US170310803001,Block Group 1; Census Tract 803; Cook County; Illinois,839300,623538
1500000US170310803002,Block Group 2; Census Tract 803; Cook County; Illinois,472200,34228
1500000US170310803003,Block Group 3; Census Tract 803; Cook County; Illinois,500000,312868
1500000US170310803004,Block Group 4; Census Tract 803; Cook County; Illinois,654500,125303
1500000US170310804001,Block Group 1; Census Tract 804; Cook County; Illinois,622300,39099
1500000US170310804002,Block Group 2; Census Tract 804; Cook County; Illinois,-,**
1500000US170310804003,Block Group 3; Census Tract 804; Cook County; Illinois,819100,136030
1500000US170310810001,Block Group 1; Census Tract 810; Cook County; Illinois,-,**
1500000US170310810002,Block Group 2; Census Tract 810; Cook County; Illinois,822900,328614
1500000US170310810003,Block Group 3; Census Tract 810; Cook County; Illinois,-,**
1500000US170310810004,Block Group 4; Census Tract 810; Cook County; Illinois,-,**
1500000US170310810005,Block Group 5; Census Tract 810; Cook County; Illinois,-,**
1500000US170310810006,Block Group 6; Census Tract 810; Cook County; Illinois,-,**
1500000US170310811001,Block Group 1; Census Tract 811; Cook County; Illinois,415600,89801
1500000US170310811002,Block Group 2; Census Tract 811; Cook County; Illinois,-,**
1500000US170310811003,Block Group 3; Census Tract 811; Cook County; Illinois,-,**
1500000US170310812011,Block Group 1; Census Tract 812.01; Cook County; Illinois,580200,151829
1500000US170310812012,Block Group 2; Census Tract 812.01; Cook County; Illinois,659400,151461
1500000US170310812013,Block Group 3; Census Tract 812.01; Cook County; Illinois,1288200,565391
1500000US170310812021,Block Group 1; Census Tract 812.02; Cook County; Illinois,"2,000,000+",***
1500000US170310812022,Block Group 2; Census Tract 812.02; Cook County; Illinois,710400,297529
1500000US170310812023,Block Group 3; Census Tract 812.02; Cook County; Illinois,340000,212677
1500000US170310812024,Block Group 4; Census Tract 812.02; Cook County; Illinois,805300,133914
1500000US170310813001,Block Group 1; Census Tract 813; Cook County; Illinois,239900,186078
1500000US170310813002,Block Group 2; Census Tract 813; Cook County; Illinois,292600,283732
1500000US170310813003,Block Group 3; Census Tract 813; Cook County; Illinois,599700,224709
1500000US170310813004,Block Group 4; Census Tract 813; Cook County; Illinois,539600,295502
1500000US170310813005,Block Group 5; Census Tract 813; Cook County; Illinois,847700,336399
1500000US170310813006,Block Group 6; Census Tract 813; Cook County; Illinois,743100,368056
1500000US170310814011,Block Group 1; Census Tract 814.01; Cook County; Illinois,326000,69589
1500000US170310814012,Block Group 2; Census Tract 814.01; Cook County; Illinois,550800,294107
1500000US170310814021,Block Group 1; Census Tract 814.02; Cook County; Illinois,678400,71468
1500000US170310814022,Block Group 2; Census Tract 814.02; Cook County; Illinois,852300,184047
1500000US170310814023,Block Group 3; Census Tract 814.02; Cook County; Illinois,387900,169398
1500000US170310814031,Block Group 1; Census Tract 814.03; Cook County; Illinois,1012300,733978
1500000US170310814032,Block Group 2; Census Tract 814.03; Cook County; Illinois,696700,251350
1500000US170310814033,Block Group 3; Census Tract 814.03; Cook County; Illinois,308800,134527
1500000US170310815001,Block Group 1; Census Tract 815; Cook County; Illinois,-,**
1500000US170310815002,Block Group 2; Census Tract 815; Cook County; Illinois,-,**
1500000US170310815003,Block Group 3; Census Tract 815; Cook County; Illinois,301500,74901
1500000US170310816001,Block Group 1; Census Tract 816; Cook County; Illinois,410200,58914
1500000US170310816002,Block Group 2; Census Tract 816; Cook County; Illinois,918500,92687
1500000US170310817001,Block Group 1; Census Tract 817; Cook County; Illinois,396400,92421
1500000US170310817002,Block Group 2; Census Tract 817; Cook County; Illinois,454400,46840
1500000US170310818001,Block Group 1; Census Tract 818; Cook County; Illinois,575100,81624
1500000US170310818002,Block Group 2; Census Tract 818; Cook County; Illinois,687900,478616
1500000US170310818003,Block Group 3; Census Tract 818; Cook County; Illinois,337800,85996
1500000US170310818004,Block Group 4; Census Tract 818; Cook County; Illinois,494500,80601
1500000US170310819001,Block Group 1; Census Tract 819; Cook County; Illinois,548400,200697
1500000US170310901001,Block Group 1; Census Tract 901; Cook County; Illinois,388200,38665
1500000US170310901002,Block Group 2; Census Tract 901; Cook County; Illinois,415800,78541
1500000US170310901003,Block Group 3; Census Tract 901; Cook County; Illinois,390000,58529
1500000US170310901004,Block Group 4; Census Tract 901; Cook County; Illinois,463800,29636
1500000US170310902001,Block Group 1; Census Tract 902; Cook County; Illinois,475400,62390
1500000US170310902002,Block Group 2; Census Tract 902; Cook County; Illinois,592200,91075
1500000US170310902003,Block Group 3; Census Tract 902; Cook County; Illinois,245500,232106
1500000US170310902004,Block Group 4; Census Tract 902; Cook County; Illinois,406700,229252
1500000US170310902005,Block Group 5; Census Tract 902; Cook County; Illinois,652800,121637
1500000US170310903001,Block Group 1; Census Tract 903; Cook County; Illinois,515100,54142
1500000US170311001001,Block Group 1; Census Tract 1001; Cook County; Illinois,394700,63427
1500000US170311001002,Block Group 2; Census Tract 1001; Cook County; Illinois,444800,57149
1500000US170311001003,Block Group 3; Census Tract 1001; Cook County; Illinois,439700,31737
1500000US170311001004,Block Group 4; Census Tract 1001; Cook County; Illinois,440000,78792
1500000US170311002001,Block Group 1; Census Tract 1002; Cook County; Illinois,334000,77689
1500000US170311002002,Block Group 2; Census Tract 1002; Cook County; Illinois,433000,154324
1500000US170311002003,Block Group 3; Census Tract 1002; Cook County; Illinois,413300,126334
1500000US170311002004,Block Group 4; Census Tract 1002; Cook County; Illinois,330000,223536
1500000US170311002005,Block Group 5; Census Tract 1002; Cook County; Illinois,342400,201925
1500000US170311002006,Block Group 6; Census Tract 1002; Cook County; Illinois,384100,53962
1500000US170311002007,Block Group 7; Census Tract 1002; Cook County; Illinois,444700,56209
1500000US170311003001,Block Group 1; Census Tract 1003; Cook County; Illinois,600400,227634
1500000US170311003002,Block Group 2; Census Tract 1003; Cook County; Illinois,405400,145173
1500000US170311003003,Block Group 3; Census Tract 1003; Cook County; Illinois,472200,259688
1500000US170311003004,Block Group 4; Census Tract 1003; Cook County; Illinois,388900,297287
1500000US170311003005,Block Group 5; Census Tract 1003; Cook County; Illinois,468900,76959
1500000US170311003006,Block Group 6; Census Tract 1003; Cook County; Illinois,434500,52471
1500000US170311004001,Block Group 1; Census Tract 1004; Cook County; Illinois,412000,48421
1500000US170311004002,Block Group 2; Census Tract 1004; Cook County; Illinois,372200,30229
1500000US170311004003,Block Group 3; Census Tract 1004; Cook County; Illinois,369900,14662
1500000US170311005001,Block Group 1; Census Tract 1005; Cook County; Illinois,-,**
1500000US170311005002,Block Group 2; Census Tract 1005; Cook County; Illinois,366400,95427
1500000US170311005003,Block Group 3; Census Tract 1005; Cook County; Illinois,362200,39226
1500000US170311005004,Block Group 4; Census Tract 1005; Cook County; Illinois,363500,52216
1500000US170311005005,Block Group 5; Census Tract 1005; Cook County; Illinois,382500,56401
1500000US170311006001,Block Group 1; Census Tract 1006; Cook County; Illinois,355400,17180
1500000US170311006002,Block Group 2; Census Tract 1006; Cook County; Illinois,395300,40731
1500000US170311006003,Block Group 3; Census Tract 1006; Cook County; Illinois,384400,44582
1500000US170311006004,Block Group 4; Census Tract 1006; Cook County; Illinois,377000,31732
1500000US170311007001,Block Group 1; Census Tract 1007; Cook County; Illinois,352900,57175
1500000US170311007002,Block Group 2; Census Tract 1007; Cook County; Illinois,375400,41728
1500000US170311007003,Block Group 3; Census Tract 1007; Cook County; Illinois,435700,18185
1500000US170311007004,Block Group 4; Census Tract 1007; Cook County; Illinois,392700,44092
1500000US170311007005,Block Group 5; Census Tract 1007; Cook County; Illinois,349700,24215
1500000US170311101001,Block Group 1; Census Tract 1101; Cook County; Illinois,568800,128944
1500000US170311101002,Block Group 2; Census Tract 1101; Cook County; Illinois,348400,63986
1500000US170311101003,Block Group 3; Census Tract 1101; Cook County; Illinois,432500,167998
1500000US170311101004,Block Group 4; Census Tract 1101; Cook County; Illinois,416800,85958
1500000US170311101005,Block Group 5; Census Tract 1101; Cook County; Illinois,371100,33675
1500000US170311102001,Block Group 1; Census Tract 1102; Cook County; Illinois,295500,98470
1500000US170311102002,Block Group 2; Census Tract 1102; Cook County; Illinois,373900,69937
1500000US170311103001,Block Group 1; Census Tract 1103; Cook County; Illinois,436600,56813
1500000US170311103002,Block Group 2; Census Tract 1103; Cook County; Illinois,384200,55133
1500000US170311103003,Block Group 3; Census Tract 1103; Cook County; Illinois,309100,47026
1500000US170311103004,Block Group 4; Census Tract 1103; Cook County; Illinois,363200,27993
1500000US170311103005,Block Group 5; Census Tract 1103; Cook County; Illinois,368100,61544
1500000US170311104001,Block Group 1; Census Tract 1104; Cook County; Illinois,388800,37713
1500000US170311104002,Block Group 2; Census Tract 1104; Cook County; Illinois,341700,26542
1500000US170311104003,Block Group 3; Census Tract 1104; Cook County; Illinois,385600,100328
1500000US170311105011,Block Group 1; Census Tract 1105.01; Cook County; Illinois,361500,17863
1500000US170311105012,Block Group 2; Census Tract 1105.01; Cook County; Illinois,394200,38330
1500000US170311105013,Block Group 3; Census Tract 1105.01; Cook County; Illinois,411400,63114
1500000US170311105014,Block Group 4; Census Tract 1105.01; Cook County; Illinois,370900,19788
1500000US170311105021,Block Group 1; Census Tract 1105.02; Cook County; Illinois,194400,36563
1500000US170311105022,Block Group 2; Census Tract 1105.02; Cook County; Illinois,367600,76037
1500000US170311201001,Block Group 1; Census Tract 1201; Cook County; Illinois,639400,42281
1500000US170311201002,Block Group 2; Census Tract 1201; Cook County; Illinois,578900,59634
1500000US170311201003,Block Group 3; Census Tract 1201; Cook County; Illinois,687500,95657
1500000US170311201004,Block Group 4; Census Tract 1201; Cook County; Illinois,418700,61742
1500000US170311202001,Block Group 1; Census Tract 1202; Cook County; Illinois,611500,97169
1500000US170311202002,Block Group 2; Census Tract 1202; Cook County; Illinois,614500,32510
1500000US170311202003,Block Group 3; Census Tract 1202; Cook County; Illinois,585100,49071
1500000US170311202004,Block Group 4; Census Tract 1202; Cook County; Illinois,558400,60430
1500000US170311203001,Block Group 1; Census Tract 1203; Cook County; Illinois,372000,42364
1500000US170311203002,Block Group 2; Census Tract 1203; Cook County; Illinois,424000,52940
1500000US170311203003,Block Group 3; Census Tract 1203; Cook County; Illinois,551400,65482
1500000US170311203004,Block Group 4; Census Tract 1203; Cook County; Illinois,685000,124908
1500000US170311203005,Block Group 5; Census Tract 1203; Cook County; Illinois,734000,162276
1500000US170311203006,Block Group 6; Census Tract 1203; Cook County; Illinois,496300,311475
1500000US170311204001,Block Group 1; Census Tract 1204; Cook County; Illinois,468200,67019
1500000US170311204002,Block Group 2; Census Tract 1204; Cook County; Illinois,432500,73781
1500000US170311204003,Block Group 3; Census Tract 1204; Cook County; Illinois,336500,21630
1500000US170311301001,Block Group 1; Census Tract 1301; Cook County; Illinois,433800,69523
1500000US170311301002,Block Group 2; Census Tract 1301; Cook County; Illinois,332100,59097
1500000US170311301003,Block Group 3; Census Tract 1301; Cook County; Illinois,538200,104962
1500000US170311302001,Block Group 1; Census Tract 1302; Cook County; Illinois,349700,12688
1500000US170311303001,Block Group 1; Census Tract 1303; Cook County; Illinois,353100,195289
1500000US170311303002,Block Group 2; Census Tract 1303; Cook County; Illinois,457400,44811
1500000US170311303003,Block Group 3; Census Tract 1303; Cook County; Illinois,467100,49269
